graph_size,run,augmentation_ratio,requested_loose_edges,original_objective,two_phase_objective,interleaved_objective,two_phase_improvement_vs_original,interleaved_improvement_vs_original,original_runtime_ms,two_phase_runtime_ms,interleaved_runtime_ms,two_phase_runtime_ratio_vs_original,interleaved_runtime_ratio_vs_original,original_move_operations,two_phase_move_operations,interleaved_move_operations,two_phase_replication_operations,interleaved_replication_operations,two_phase_final_replica_count,interleaved_final_replica_count,original_firstfit_objective,two_phase_firstfit_objective,interleaved_firstfit_objective,original_firstfit_improvement_vs_original,two_phase_firstfit_improvement_vs_original,interleaved_firstfit_improvement_vs_original,two_phase_firstfit_improvement_vs_original_firstfit,interleaved_firstfit_improvement_vs_original_firstfit,original_firstfit_runtime_ms,two_phase_firstfit_runtime_ms,interleaved_firstfit_runtime_ms,original_firstfit_runtime_ratio_vs_original,two_phase_firstfit_runtime_ratio_vs_original,interleaved_firstfit_runtime_ratio_vs_original,two_phase_firstfit_runtime_ratio_vs_original_firstfit,interleaved_firstfit_runtime_ratio_vs_original_firstfit,original_firstfit_move_operations,two_phase_firstfit_move_operations,interleaved_firstfit_move_operations,two_phase_firstfit_replication_operations,interleaved_firstfit_replication_operations,two_phase_firstfit_final_replica_count,interleaved_firstfit_final_replica_count
180,7,0.2,36,6661.34,6661.28,6661.28,8.54238e-06,8.54238e-06,4224,8108,15539,1.91951,3.67874,58,58,58,1,1,1,1,6718.95,6716.55,6716.55,-0.0086495,-0.00828916,-0.00828916,0.000357252,0.000357252,236,561,618,0.0558712,0.132812,0.146307,2.37712,2.61864,59,59,59,2,2,2,2
180,8,0.2,36,5775.08,5736.95,5744.95,0.00660216,0.00521763,2267,4097,8360,1.80723,3.68769,28,28,27,5,3,5,3,5842.39,5837.7,5826.74,-0.0116556,-0.010844,-0.0089455,0.000802226,0.00267888,385,675,780,0.169828,0.29775,0.344067,1.75325,2.02597,31,31,32,2,3,2,3
180,9,0.2,36,5167.47,5147.62,5147.62,0.00384065,0.00384065,2832,5457,10491,1.92691,3.70445,49,49,49,3,3,4,4,5156.36,5143.2,5143.2,0.00215046,0.00469638,0.00469638,0.00255141,0.00255141,902,766,1137,0.318503,0.27048,0.401483,0.849224,1.26053,60,60,61,2,4,2,2
180,10,0.2,36,6063.63,6042.5,6056,0.00348576,0.00125888,2136,4775,7261,2.23549,3.39934,38,38,38,2,2,2,3,6052.22,6031.08,6031.24,0.00188247,0.00536823,0.00534191,0.00349233,0.00346596,861,639,1114,0.40309,0.299157,0.521536,0.74216,1.29384,48,48,48,2,2,2,2
190,1,0,0,5635.19,5635.19,5635.19,0,0,2037,4096,9527,2.0108,4.67698,26,26,26,0,0,0,0,5639.99,5631.79,5631.79,-0.000851687,0.00060259,0.00060259,0.00145304,0.00145304,566,1161,1306,0.27786,0.569956,0.641139,2.05124,2.30742,32,32,32,1,1,1,1
190,2,0,0,6129.71,6129.71,6129.71,0,0,3029,6012,11824,1.98481,3.9036,21,21,21,0,0,0,0,6129.71,6129.71,6129.71,0,0,0,0,0,660,1067,1478,0.217894,0.352261,0.48795,1.61667,2.23939,23,23,23,0,1,0,0
190,3,0,0,5705.28,5691.32,5761.77,0.00244614,-0.0099022,18881,31344,37496,1.66008,1.98591,52,52,52,2,2,3,3,5749.32,5712.07,5709.57,-0.00771873,-0.00119072,-0.000751285,0.00647801,0.00691407,4876,1254,2623,0.258249,0.066416,0.138923,0.257178,0.537941,57,57,63,3,6,3,4
190,4,0,0,4909.32,4904.64,4903.5,0.000954697,0.0011855,1741,4212,8070,2.4193,4.63527,34,34,35,1,1,1,1,4809.59,4804.9,4803.77,0.0203146,0.0212693,0.0215001,0.000974493,0.00121008,276,568,698,0.15853,0.326249,0.400919,2.05797,2.52899,35,35,36,1,1,1,1
190,5,0,0,5724.74,5724.74,5724.74,0,0,400,1070,2530,2.675,6.325,14,14,14,0,0,0,0,5725.16,5725.16,5725.16,-7.43131e-05,-7.43131e-05,-7.43131e-05,0,0,148,336,476,0.37,0.84,1.19,2.27027,3.21622,23,23,23,0,0,0,0
190,6,0,0,5924.71,5924.71,5924.71,0,0,2104,4710,8728,2.23859,4.14829,32,32,32,0,0,0,0,6009.42,6009.18,6009.18,-0.0142985,-0.0142581,-0.0142581,3.97705e-05,3.97705e-05,683,715,971,0.32462,0.339829,0.461502,1.04685,1.42167,38,38,38,1,3,1,1
190,7,0,0,6225.57,6222.15,6222.15,0.00054974,0.00054974,3861,7180,14633,1.85962,3.78995,43,43,43,1,1,1,1,6288.81,6288.81,6295.11,-0.0101577,-0.0101577,-0.01117,0,-0.00100208,916,750,1282,0.237244,0.19425,0.332038,0.818777,1.39956,45,45,44,0,1,0,1
190,8,0,0,5325.63,5296.26,5275.36,0.00551456,0.0094385,2846,5658,10924,1.98805,3.83837,46,46,47,1,1,1,1,5402.29,5279.93,5286.77,-0.0143953,0.00858141,0.00729666,0.0226506,0.0213841,762,742,984,0.267744,0.260717,0.345748,0.973753,1.29134,53,53,51,3,6,3,5
190,9,0,0,5519.95,5517.61,5521.19,0.000424543,-0.000225231,2014,4370,8078,2.16981,4.01092,41,41,39,1,2,1,2,5553.74,5546.35,5546.35,-0.00612163,-0.00478297,-0.00478297,0.00133051,0.00133051,595,675,1036,0.295432,0.335154,0.514399,1.13445,1.74118,49,49,48,3,4,5,5
190,10,0,0,4407.99,4407.99,4407.99,0,0,2937,5727,9660,1.94995,3.28907,50,50,50,0,0,0,0,4506.52,4506.52,4506.52,-0.0223541,-0.0223541,-0.0223541,0,0,667,684,1081,0.227102,0.232891,0.368063,1.02549,1.62069,62,62,62,0,2,0,0
190,1,0.05,10,6884.62,6825.69,6851.67,0.00856028,0.00478588,858,2039,3132,2.37646,3.65035,23,23,21,1,1,1,6,6912.98,6851.7,6850.84,-0.00411861,0.00478206,0.00490763,0.00886416,0.00898921,145,427,525,0.168998,0.497669,0.611888,2.94483,3.62069,26,26,27,2,2,2,2
190,2,0.05,10,5906.62,5906.62,5906.62,0,0,932,1882,3980,2.01931,4.27039,25,25,25,0,0,0,0,5904.81,5904.81,5904.81,0.000305577,0.000305577,0.000305577,0,0,206,362,531,0.22103,0.388412,0.569742,1.75728,2.57767,27,27,27,0,1,0,0
190,3,0.05,10,6263.04,6263.01,6263.01,3.91757e-06,3.91757e-06,1139,1920,5473,1.68569,4.80509,19,19,18,1,1,1,1,6323.58,6323.55,6323.55,-0.00966627,-0.00966236,-0.00966236,3.88006e-06,3.88006e-06,331,433,767,0.290606,0.380158,0.673398,1.30816,2.31722,22,22,20,1,3,1,2
190,4,0.05,10,5838.53,5837.49,5837.49,0.000178957,0.000178957,1420,3101,5638,2.1838,3.97042,25,25,25,1,1,1,1,5930.2,5926.81,5926.81,-0.0157005,-0.0151202,-0.0151202,0.000571364,0.000571364,1015,1202,1795,0.714789,0.846479,1.26408,1.18424,1.76847,41,41,41,2,4,2,2
190,5,0.05,10,5869.37,5869.37,5823.18,0,0.00787017,2513,4560,11900,1.81456,4.73538,39,39,39,0,1,0,1,6270.77,6255.67,6251.82,-0.068389,-0.0658148,-0.0651591,0.00240941,0.00302312,303,480,840,0.120573,0.191007,0.334262,1.58416,2.77228,45,45,47,2,2,2,2
190,6,0.05,10,6241.87,6239.25,6239.25,0.000420306,0.000420306,2376,5840,12226,2.45791,5.14562,44,44,44,2,2,2,2,6268.46,6265.84,6265.84,-0.00425985,-0.00383955,-0.00383955,0.000418524,0.000418524,472,964,1420,0.198653,0.405724,0.597643,2.04237,3.00847,42,42,42,2,3,2,2
190,7,0.05,10,5483.26,5481.97,5480.9,0.000236832,0.000431535,2390,4179,7052,1.74854,2.95063,26,26,25,1,1,1,1,5483.26,5481.97,5480.9,0,0.000236832,0.000431535,0.000236832,0.000431535,731,624,875,0.305858,0.261088,0.366109,0.853625,1.19699,28,28,29,1,1,1,1
190,8,0.05,10,5816.96,5756.76,5633.02,0.0103497,0.0316225,7180,13402,21257,1.86657,2.96058,55,55,46,6,4,6,4,5909.3,5895.71,5869.09,-0.0158732,-0.0135379,-0.00896038,0.00229874,0.00680477,1353,1180,1738,0.18844,0.164345,0.242061,0.872136,1.28455,58,58,60,4,6,4,6
190,9,0.05,10,5369.77,5361.97,5309.81,0.00145172,0.0111655,1857,3786,5915,2.03877,3.18525,26,26,28,1,2,4,5,5460.79,5458.44,5455.21,-0.0169498,-0.0165134,-0.0159114,0.000429143,0.00102114,382,657,810,0.205708,0.353796,0.436187,1.7199,2.12042,27,27,28,1,2,4,5
190,10,0.05,10,5189.11,5187.13,5187.13,0.000380179,0.000380179,2209,3796,6964,1.71842,3.15256,29,29,29,1,1,1,1,5229.73,5229.73,5229.73,-0.007829,-0.007829,-0.007829,0,0,220,850,613,0.0995926,0.384789,0.277501,3.86364,2.78636,25,25,25,0,0,0,0
190,1,0.1,19,7551.83,7541.46,7477.09,0.00137312,0.00989753,5789,10265,22113,1.77319,3.81983,49,49,52,3,3,6,5,7550.42,7536.02,7434.07,0.000187198,0.00209371,0.0155943,0.00190687,0.01541,492,799,1981,0.0849888,0.13802,0.342201,1.62398,4.02642,49,49,57,4,7,7,7
190,2,0.1,19,5961.2,5957.46,5936.02,0.000627014,0.00422513,6408,11900,25794,1.85705,4.02528,69,69,70,2,1,2,2,6102.48,6098.74,6077.3,-0.0237,-0.0230729,-0.0194748,0.000612497,0.00412731,603,787,1091,0.0941011,0.122815,0.170256,1.30514,1.80929,69,69,72,2,3,2,2
190,3,0.1,19,6677.16,6674.14,6623.57,0.000451309,0.00802484,3844,8089,14792,2.10432,3.84807,58,58,57,2,3,2,3,6702.32,6689.16,6654.04,-0.00376829,-0.001798,0.00346238,0.0019629,0.00720353,654,583,1106,0.170135,0.151665,0.287721,0.891437,1.69113,59,59,61,4,4,5,3
190,4,0.1,19,6944.49,6944.49,6944.49,0,0,2228,4638,7933,2.08169,3.56059,43,43,43,0,0,0,0,6939.76,6939.76,6942.11,0.000681226,0.000681226,0.000343771,0,-0.000337685,396,552,733,0.177738,0.247756,0.328995,1.39394,1.85101,41,41,39,0,1,0,1
190,5,0.1,19,5886.06,5877.87,5851.67,0.00139126,0.00584207,2407,5053,9435,2.09929,3.91982,41,41,44,2,3,3,3,5880.38,5868.78,5867.74,0.000963901,0.00293468,0.00311147,0.00197268,0.00214964,701,892,1272,0.291234,0.370586,0.528459,1.27247,1.81455,53,53,54,4,5,5,5
190,6,0.1,19,5075.91,5073.57,5073.57,0.000461682,0.000461682,988,2446,4476,2.47571,4.53036,26,26,26,1,1,1,1,5046.93,4996.3,4985.26,0.00570965,0.0156839,0.0178591,0.0100316,0.0122192,691,645,1307,0.699393,0.652834,1.32287,0.93343,1.89146,32,32,35,3,3,3,3
190,7,0.1,19,5839.08,5820.16,5820.16,0.00323909,0.00323909,1301,3044,5596,2.33974,4.30131,41,41,41,1,1,4,4,5839.08,5820.16,5820.16,0,0.00323909,0.00323909,0.00323909,0.00323909,264,392,643,0.202921,0.301307,0.494235,1.48485,2.43561,43,43,42,1,2,4,2
190,8,0.1,19,5664.83,5653.97,5653.97,0.00191619,0.00191619,5309,9487,19249,1.78697,3.62573,63,63,62,3,3,3,3,5717.79,5704.59,5665.69,-0.0093491,-0.00701922,-0.000152429,0.00230829,0.00911148,347,712,864,0.0653607,0.134112,0.162743,2.05187,2.48991,67,67,68,4,4,4,4
190,9,0.1,19,5405.81,5372.87,5357.21,0.0060935,0.00898873,2447,5082,10817,2.07683,4.42051,56,56,59,3,3,3,3,5303.04,5279.76,5279.76,0.0190103,0.0233167,0.0233167,0.00438988,0.00438988,978,1026,1682,0.399673,0.419289,0.687372,1.04908,1.71984,64,64,64,2,4,2,2
190,10,0.1,19,5594.84,5590.15,5589.38,0.000837721,0.000975033,2613,5015,9645,1.91925,3.69116,55,55,53,2,3,2,3,5648.01,5643.32,5643.32,-0.00950359,-0.00866587,-0.00866587,0.000829835,0.000829835,322,546,769,0.12323,0.208955,0.294298,1.69565,2.3882,56,56,56,2,3,2,2
190,1,0.2,38,5178.59,5157.29,5132.4,0.00411299,0.00891964,2276,4649,9730,2.04262,4.27504,46,46,47,6,5,6,5,5194.16,5113.72,5088.02,-0.00300641,0.0125267,0.017488,0.0154866,0.020433,190,454,837,0.0834798,0.199473,0.36775,2.38947,4.40526,46,46,48,8,8,8,7
190,2,0.2,38,6883.25,6880.91,6880.91,0.000340458,0.000340458,5328,9937,18812,1.86505,3.53078,54,54,54,1,1,1,1,6949.64,6946.38,6944.72,-0.00964564,-0.00917085,-0.00893074,0.000470257,0.000708074,267,806,829,0.0501126,0.151276,0.155593,3.01873,3.10487,54,54,55,2,2,2,2
190,3,0.2,38,6284.25,6279.57,6348.31,0.000745819,-0.0101925,5428,8935,14204,1.64609,2.6168,58,58,47,2,3,2,3,6284.25,6279.57,6279.57,0,0.000745819,0.000745819,0.000745819,0.000745819,527,849,966,0.0970892,0.156411,0.177966,1.61101,1.83302,58,58,58,2,2,2,2
190,4,0.2,38,6432.25,6427.25,6459.11,0.000778022,-0.00417539,2308,5627,9915,2.43804,4.29593,55,55,50,3,4,4,5,6526.97,6522.95,6522.95,-0.0147248,-0.0140995,-0.0140995,0.000616227,0.000616227,394,620,632,0.170711,0.268631,0.27383,1.5736,1.60406,57,57,57,2,2,3,3
190,5,0.2,38,6321.62,6286.09,6286.09,0.00561922,0.00561922,2831,5539,9757,1.95655,3.44649,38,38,39,5,4,5,4,6370.39,6343.84,6414.93,-0.00771524,-0.0035148,-0.0147604,0.00416829,-0.00699119,363,673,775,0.128223,0.237725,0.273755,1.85399,2.13499,31,31,30,3,4,3,4
190,6,0.2,38,6533.34,6498.03,6445.51,0.00540438,0.0134432,4271,7630,15507,1.78647,3.63077,55,55,55,3,3,3,4,6592.5,6540.41,6533.13,-0.00905495,-0.00108178,3.19234e-05,0.00790162,0.00900533,585,563,1146,0.13697,0.131819,0.268321,0.962393,1.95897,59,59,60,3,5,3,4
190,7,0.2,38,5877.62,5860.15,5838.26,0.00297163,0.00669527,3115,6290,12724,2.01926,4.08475,38,38,34,3,4,3,4,5877.62,5860.15,5851.69,0,0.00297163,0.00441049,0.00297163,0.00441049,527,905,1021,0.169181,0.29053,0.327769,1.71727,1.93738,38,38,39,3,2,3,2
190,8,0.2,38,6278.33,6271.3,6260.97,0.00111978,0.00276481,4267,7216,14208,1.69112,3.32974,44,44,45,3,4,3,4,6339.85,6322.21,6336.68,-0.00979989,-0.00698921,-0.00929457,0.0027834,0.000500411,1336,1369,1678,0.313101,0.320834,0.393251,1.0247,1.25599,41,41,39,3,7,3,6
190,9,0.2,38,6291.47,6291.47,6291.47,1.4456e-16,1.4456e-16,2604,4999,9641,1.91974,3.70238,46,46,46,1,1,1,1,6373.35,6373.35,6373.35,-0.0130143,-0.0130143,-0.0130143,1.42703e-16,1.42703e-16,287,517,675,0.110215,0.198541,0.259217,1.80139,2.35192,47,47,47,1,1,1,1
190,10,0.2,38,7706.35,7679.53,7200.98,0.00348014,0.0655773,3148,6431,12440,2.04288,3.95172,44,44,49,1,2,1,1,7703.66,7676.84,7282.57,0.000348994,0.00382913,0.0549898,0.00348135,0.0546599,292,712,1363,0.0927573,0.226175,0.432973,2.43836,4.66781,45,45,55,1,4,1,6
200,1,0,0,5998.19,5998.19,5998.19,0,0,2062,3762,6723,1.82444,3.26043,27,27,27,0,0,0,0,6081.36,6081.36,6081.36,-0.0138667,-0.0138667,-0.0138667,0,0,410,463,572,0.198836,0.224539,0.277401,1.12927,1.39512,48,48,48,0,0,0,0
200,2,0,0,5560.98,5544.75,5525.84,0.00291937,0.00632005,4764,7422,16103,1.55793,3.38014,56,56,57,2,3,2,3,5688.27,5667.35,5627.95,-0.0228891,-0.0191269,-0.0120424,0.00367801,0.010604,352,633,1358,0.0738875,0.132872,0.285055,1.7983,3.85795,62,62,67,4,5,4,3
200,3,0,0,6854.71,6843.12,6838.63,0.00169062,0.0023469,4302,8124,18867,1.88842,4.38563,50,50,51,4,4,4,4,6864.66,6853.07,6849.14,-0.00145083,0.000239792,0.00081328,0.00168817,0.00226083,366,664,916,0.0850767,0.154347,0.212924,1.81421,2.50273,50,50,50,4,6,4,5
200,4,0,0,4735.33,4735.33,4735.33,0,0,2009,3479,8133,1.73171,4.04828,27,27,27,0,0,0,0,4784.98,4784.98,4784.98,-0.0104852,-0.0104852,-0.0104852,0,0,137,441,583,0.0681931,0.219512,0.290194,3.21898,4.25547,27,27,27,0,0,0,0
200,5,0,0,6081.42,6081.42,6081.42,0,0,1898,4059,5867,2.13857,3.09115,18,18,18,0,0,0,0,6081.42,6081.42,6081.42,0,0,0,0,0,492,569,880,0.25922,0.299789,0.463646,1.1565,1.78862,18,18,18,0,1,0,0
200,6,0,0,5996.58,5949.59,5949.59,0.00783618,0.00783618,2687,6333,9867,2.3569,3.67213,32,32,31,3,3,3,3,6102.95,6082.65,6082.65,-0.0177393,-0.0143542,-0.0143542,0.0033261,0.0033261,419,1080,1063,0.155936,0.401935,0.395608,2.57757,2.53699,31,31,31,1,1,1,1
200,7,0,0,6459.78,6459.78,6459.39,0,6.05262e-05,3208,5818,11138,1.81359,3.47195,44,44,43,0,1,0,1,6476.46,6476.46,6476.46,-0.00258324,-0.00258324,-0.00258324,0,0,482,556,814,0.150249,0.173317,0.253741,1.15353,1.6888,46,46,46,0,0,0,0
200,8,0,0,6215.42,6197.32,6167.1,0.00291217,0.007775,4287,8921,16816,2.08094,3.92256,44,44,47,1,1,4,1,6215.42,6197.32,6191.21,0,0.00291217,0.00389602,0.00291217,0.00389602,785,941,1605,0.183112,0.219501,0.374388,1.19873,2.04459,50,50,51,1,2,4,1
200,9,0,0,5341.73,5340.67,5340.67,0.000197731,0.000197731,2952,5427,11312,1.83841,3.83198,35,35,35,1,1,1,1,5367.57,5366.51,5366.51,-0.00483647,-0.00463874,-0.00463874,0.00019678,0.00019678,381,792,1003,0.129065,0.268293,0.33977,2.07874,2.63255,35,35,35,1,1,1,1
200,10,0,0,6666.35,6666.35,6666.35,0,0,1820,4562,7886,2.50659,4.33297,32,32,32,0,0,0,0,6709.61,6709.61,6709.61,-0.00649012,-0.00649012,-0.00649012,0,0,267,452,691,0.146703,0.248352,0.37967,1.69288,2.58801,34,34,34,0,0,0,0
200,1,0.05,10,7201.58,7201.58,7201.58,0,0,4004,10774,16798,2.69081,4.1953,50,50,50,0,0,0,0,7353,7351.9,7340.68,-0.0210262,-0.0208732,-0.0193159,0.000149837,0.00167508,878,829,1475,0.219281,0.207043,0.368382,0.944191,1.67995,54,54,56,1,2,1,1
200,2,0.05,10,6227.77,6227.77,6204.13,0,0.00379714,1030,2472,4833,2.4,4.69223,21,21,19,0,1,0,1,6269.81,6269.81,6282.43,-0.00674912,-0.00674912,-0.00877551,0,-0.00201281,569,722,1104,0.552427,0.700971,1.07184,1.26889,1.94025,36,36,37,0,1,0,1
200,3,0.05,10,4814.99,4799.81,4739.45,0.0031541,0.0156886,3325,6909,17371,2.07789,5.22436,44,44,49,3,2,3,2,4929.08,4873.49,4867.68,-0.0236945,-0.0121484,-0.0109416,0.0112789,0.0124577,346,1104,1392,0.10406,0.33203,0.418647,3.19075,4.02312,44,44,45,3,4,5,3
200,4,0.05,10,6186.15,6186.15,6186.15,0,0,1581,3071,5438,1.94244,3.4396,22,22,22,0,0,0,0,6245,6217.17,6202.06,-0.00951363,-0.00501527,-0.00257212,0.00445597,0.0068761,363,624,959,0.229602,0.394687,0.606578,1.71901,2.64187,26,26,29,2,2,2,2
200,5,0.05,10,4928.5,4916.38,4916.38,0.00245971,0.00245971,6715,11643,18386,1.73388,2.73805,46,46,46,1,1,1,1,4923.32,4911.2,4911.2,0.00105186,0.00351157,0.00351157,0.0024623,0.0024623,934,1205,1377,0.139092,0.179449,0.205063,1.29015,1.4743,53,53,53,1,3,1,1
200,6,0.05,10,6329.18,6317.33,6317.18,0.00187238,0.00189695,5182,10193,19267,1.967,3.71806,88,88,87,4,5,4,5,6360.61,6334.18,6333.7,-0.00496556,-0.000788789,-0.000713549,0.00415613,0.004231,656,795,1191,0.126592,0.153416,0.229834,1.21189,1.81555,87,87,89,4,4,5,5
200,7,0.05,10,5819.17,5815.81,5815.81,0.000578313,0.000578313,5670,9448,18120,1.66631,3.19577,60,60,60,1,1,1,1,5911.79,5899.28,5827.54,-0.0159167,-0.0137672,-0.00143834,0.00211579,0.0142515,717,780,1893,0.126455,0.137566,0.333862,1.08787,2.64017,74,74,81,3,5,9,3
200,8,0.05,10,4649.12,4644.52,4644.52,0.000990266,0.000990266,2749,5265,10043,1.91524,3.65333,36,36,36,1,1,1,1,4775.01,4770.41,4770.41,-0.0270792,-0.0260889,-0.0260889,0.000964157,0.000964157,402,599,874,0.146235,0.217897,0.317934,1.49005,2.17413,40,40,40,1,1,1,1
200,9,0.05,10,6529.98,6516.92,6539.85,0.00199961,-0.00151181,3604,6169,9914,1.71171,2.75083,46,46,36,2,3,2,10,6565.33,6533.7,6528.69,-0.00541295,-0.000570231,0.000198134,0.00481665,0.00558088,651,1034,1299,0.180633,0.286903,0.360433,1.58833,1.99539,48,48,47,2,4,2,4
200,10,0.05,10,9300.39,9276.3,9311.54,0.00259014,-0.00119805,3052,5802,11596,1.90105,3.79948,54,54,52,2,2,2,2,9330.77,9329.08,9368.25,-0.00326593,-0.00308425,-0.00729586,0.000181091,-0.00401681,686,750,890,0.224771,0.24574,0.291612,1.09329,1.29738,66,66,65,1,2,1,2
200,1,0.1,20,8007.81,7993.4,7993.4,0.00179938,0.00179938,4169,8333,16390,1.9988,3.9314,67,67,67,2,2,2,2,8007.81,7993.4,7993.4,0,0.00179938,0.00179938,0.00179938,0.00179938,405,671,799,0.0971456,0.16095,0.191653,1.65679,1.97284,67,67,67,2,3,2,2
200,2,0.1,20,5538.4,5517.52,5509.53,0.00376907,0.0052129,4191,8556,18348,2.04152,4.37795,53,53,55,3,2,3,2,5572.01,5551.14,5553.52,-0.00606955,-0.00230048,-0.00272965,0.00374633,0.00331975,725,998,1667,0.17299,0.238129,0.397757,1.37655,2.29931,53,53,57,4,5,4,3
200,3,0.1,20,7270.22,7267.87,7267.87,0.000322337,0.000322337,3324,6509,11813,1.95818,3.55385,38,38,38,1,1,1,1,7438.59,7434.88,7393.32,-0.0231592,-0.0226498,-0.016933,0.000497875,0.00608529,663,832,1350,0.199458,0.250301,0.406137,1.2549,2.0362,38,38,37,2,5,6,9
200,4,0.1,20,7048.26,7045.92,7042.38,0.000332487,0.000834779,2578,6050,11963,2.34678,4.64042,44,44,43,1,2,1,2,7076.69,7074.35,7074.35,-0.00403334,-0.00370085,-0.00370085,0.000331151,0.000331151,421,731,1063,0.163305,0.283553,0.412335,1.73634,2.52494,46,46,46,1,2,1,1
200,5,0.1,20,5949.67,5944.49,5911,0.000871741,0.00649943,3769,6575,13254,1.74449,3.51658,46,46,48,2,2,5,4,5939.5,5934.32,5928.54,0.00170931,0.00258105,0.00355268,0.000873234,0.00184653,894,963,1389,0.237198,0.255505,0.368533,1.07718,1.55369,48,48,49,2,3,5,5
200,6,0.1,20,5324.74,5322.4,5322.4,0.000440107,0.000440107,1709,4043,7512,2.36571,4.39555,43,43,43,1,1,1,1,5335.55,5332.12,5332.12,-0.00202952,-0.00138464,-0.00138464,0.000643575,0.000643575,276,558,668,0.161498,0.326507,0.390872,2.02174,2.42029,48,48,48,2,3,2,2
200,7,0.1,20,7943.36,7943.36,7943.36,0,0,3126,5631,10810,1.80134,3.45809,41,41,41,0,0,0,0,7948.4,7948.4,7948.4,-0.000633896,-0.000633896,-0.000633896,0,0,566,590,852,0.181062,0.18874,0.272553,1.0424,1.5053,46,46,47,0,2,0,0
200,8,0.1,20,5967.71,5949,5931.38,0.00313581,0.00608792,1724,3633,6612,2.10731,3.83527,31,31,28,1,2,2,2,5884.26,5851.35,5824.47,0.0139838,0.0194989,0.0240034,0.00559331,0.0101618,1604,1217,1489,0.930394,0.705916,0.863689,0.758728,0.928304,47,47,48,4,5,5,5
200,9,0.1,20,5842.58,5831.63,5785.47,0.0018746,0.00977532,2687,6144,11368,2.28656,4.23074,50,50,55,4,5,4,4,5841.06,5828.65,5827.43,0.0002614,0.00238451,0.00259409,0.00212366,0.0023333,507,593,779,0.188686,0.220692,0.289914,1.16963,1.53649,59,59,59,5,5,5,5
200,10,0.1,20,7803.55,7783.31,7596.82,0.00259411,0.026491,9681,16367,39539,1.69063,4.08419,72,72,84,4,6,7,5,7822.78,7774.94,7570.22,-0.00246466,0.00366586,0.0298998,0.00611545,0.0322849,2077,2021,5534,0.214544,0.208759,0.571635,0.973038,2.66442,76,76,93,4,8,7,4
200,1,0.2,40,8423.06,8404.02,8375.9,0.00226035,0.00559939,2271,5577,11486,2.45575,5.05768,46,46,44,5,7,5,7,8447.7,8428.66,8428.66,-0.00292549,-0.00066514,-0.00066514,0.00225376,0.00225376,219,442,703,0.0964333,0.194628,0.309555,2.01826,3.21005,48,48,48,5,5,5,5
200,2,0.2,40,7122.08,7106.29,7106.29,0.00221757,0.00221757,1484,3377,6342,2.27561,4.27358,28,28,28,2,2,2,2,7280.32,7277.98,7277.98,-0.0222186,-0.0218895,-0.0218895,0.000321889,0.000321889,184,585,784,0.123989,0.394205,0.528302,3.17935,4.26087,29,29,29,1,1,1,1
200,3,0.2,40,7512.09,7512.09,7512.09,0,0,4907,8901,15930,1.81394,3.24638,47,47,47,0,0,0,0,7475.19,7475.19,7475.19,0.00491176,0.00491176,0.00491176,0,0,514,516,774,0.104748,0.105156,0.157734,1.00389,1.50584,44,44,44,0,1,0,0
200,4,0.2,40,6741.29,6732.68,6732.68,0.00127706,0.00127706,2115,3871,9267,1.83026,4.38156,26,26,25,1,2,2,3,6781.68,6773.07,6758.52,-0.00599217,-0.00471511,-0.00255662,0.00126945,0.00341509,520,1105,990,0.245863,0.522459,0.468085,2.125,1.90385,27,27,25,1,5,1,4
200,5,0.2,40,6365.64,6358.89,6355.49,0.00106106,0.00159517,7855,10730,21721,1.36601,2.76525,43,43,44,2,2,2,2,6415.48,6408.72,6405.32,-0.00782918,-0.00676812,-0.00623401,0.00105282,0.00158278,592,1557,1764,0.075366,0.198218,0.22457,2.63007,2.97973,43,43,44,2,2,2,2
200,6,0.2,40,6890.26,6887.91,6882.06,0.000340112,0.00118987,4181,7894,14132,1.88807,3.38005,39,39,38,1,3,1,3,7025.02,7022.67,6920.78,-0.0195583,-0.0192182,-0.00443039,0.000333587,0.0148377,1067,937,1124,0.255202,0.224109,0.268835,0.878163,1.05342,43,43,43,1,3,1,3
200,7,0.2,40,7193.98,7179.27,7088.71,0.00204501,0.0146341,7467,12149,20464,1.62703,2.74059,56,56,59,2,3,5,3,7195.92,7181.21,7090.64,-0.00026954,0.00177547,0.0143646,0.00204446,0.0146302,723,690,1481,0.096826,0.0924066,0.198339,0.954357,2.04841,57,57,61,2,3,5,3
200,8,0.2,40,6475.72,6453.38,6432.97,0.00344957,0.00660123,6414,15070,26664,2.34955,4.15716,80,80,75,5,6,5,10,6597.32,6587.18,6572.23,-0.0187772,-0.0172121,-0.0149035,0.00153627,0.00380235,715,887,2109,0.111475,0.138291,0.328812,1.24056,2.94965,70,70,73,4,4,4,2
200,9,0.2,40,6424.53,6395.3,6378.62,0.0045495,0.00714585,3584,8169,15679,2.2793,4.37472,51,51,52,2,1,2,1,6424.53,6395.3,6378.62,0,0.0045495,0.00714585,0.0045495,0.00714585,335,631,1185,0.093471,0.17606,0.330636,1.88358,3.53731,51,51,54,2,1,2,1
200,10,0.2,40,6561.99,6552.83,6552.83,0.00139504,0.00139504,7217,10835,21366,1.50132,2.96051,61,61,61,2,2,2,2,6551.02,6539.52,6539.52,0.00167205,0.00342421,0.00342421,0.0017551,0.0017551,651,780,1194,0.0902037,0.108078,0.165443,1.19816,1.8341,62,62,62,3,3,4,4
